Date,Ibovespa,Dolar,corr_movel
2003-12-01,20521.0,2.9230000972747803,
2003-12-02,20458.0,2.930999994277954,
2003-12-03,20540.0,2.930999994277954,
2003-12-04,20414.0,2.943000078201294,
2003-12-05,20880.0,2.934000015258789,
2003-12-08,20889.0,2.940000057220459,
2003-12-09,21260.0,2.933000087738037,
2003-12-10,20973.0,2.941999912261963,
2003-12-11,21296.0,2.936000108718872,
2003-12-12,20974.0,2.934999942779541,
2003-12-15,20710.0,2.9189999103546143,
2003-12-16,20760.0,2.936000108718872,
2003-12-17,21199.0,2.930000066757202,
2003-12-18,21489.0,2.931999921798706,
2003-12-19,21386.0,2.9230000972747803,
2003-12-22,21630.0,2.9189999103546143,
2003-12-23,21688.0,2.9070000648498535,
2003-12-26,21807.0,2.9010000228881836,
2003-12-29,22045.0,2.859999895095825,
2003-12-30,22236.0,2.9010000228881836,
2004-01-02,22445.0,2.875999927520752,
2004-01-05,23532.0,2.8529999256134033,
2004-01-06,23576.0,2.865999937057495,
2004-01-07,23320.0,2.8580000400543213,
2004-01-08,23717.0,2.8540000915527344,
2004-01-09,23917.0,2.8299999237060547,
2004-01-12,24237.0,2.7899999618530273,
2004-01-13,23940.0,2.805000066757202,
2004-01-14,23399.0,2.818000078201294,
2004-01-15,22962.0,2.812999963760376,
2004-01-16,23155.0,2.8269999027252197,
2004-01-19,23385.0,2.8380000591278076,
2004-01-20,23679.0,2.8380000591278076,
2004-01-21,23302.0,2.8429999351501465,
2004-01-22,22969.0,2.828000068664551,
2004-01-23,23471.0,2.8399999141693115,
2004-01-26,24350.0,2.8440001010894775,
2004-01-27,24226.0,2.868000030517578,
2004-01-28,23852.0,2.8940000534057617,
2004-01-29,22386.0,2.930000066757202,
