,Dólar (PTAX),Selic Diária (%),Selic Anual (%),IPCA Anual (%),BVSP
2004-06-26,3.1088,0.058229,0.15799999497327266,0.060599999999999994,20351.0
2004-06-27,3.1088,0.058229,0.15799999497327266,0.060599999999999994,20351.0
2004-06-28,3.1239,0.058263,0.15809915890192228,0.060599999999999994,20351.0
2004-06-29,3.1175,0.058263,0.15809915890192228,0.060599999999999994,20801.0
2004-06-30,3.1067,0.058229,0.15799999497327266,0.060599999999999994,21149.0
2004-07-01,3.0739,0.058229,0.15799999497327266,0.0681,21349.0
2004-07-02,3.0494,0.058263,0.15809915890192228,0.0681,21568.0
2004-07-03,3.0494,0.058263,0.15809915890192228,0.0681,21670.0
2004-07-04,3.0494,0.058263,0.15809915890192228,0.0681,21670.0
2004-07-05,3.0308,0.058229,0.15799999497327266,0.0681,21670.0
2004-07-06,3.041,0.058229,0.15799999497327266,0.0681,21188.0
2004-07-07,3.0359,0.058195,0.15790083950192235,0.0681,21171.0
2004-07-08,3.0467,0.058126,0.1576996382165623,0.0681,20887.0
2004-07-09,3.0421,0.058126,0.1576996382165623,0.0681,21532.0
2004-07-10,3.0421,0.058126,0.1576996382165623,0.0681,21532.0
2004-07-11,3.0421,0.058126,0.1576996382165623,0.0681,21532.0
2004-07-12,3.0363,0.05816,0.15779877652664664,0.0681,21532.0
2004-07-13,3.0412,0.05816,0.15779877652664664,0.0681,21677.0
2004-07-14,3.0276,0.058092,0.15760050836173067,0.0681,21673.0
2004-07-15,3.0207,0.058126,0.1576996382165623,0.0681,22065.0
2004-07-16,3.0013,0.058092,0.15760050836173067,0.0681,22447.0
2004-07-17,3.0013,0.058092,0.15760050836173067,0.0681,22102.0
2004-07-18,3.0013,0.058092,0.15760050836173067,0.0681,22102.0
2004-07-19,2.9931,0.058092,0.15760050836173067,0.0681,22102.0
2004-07-20,3.0033,0.058092,0.15760050836173067,0.0681,22361.0
2004-07-21,3.0239,0.058058,0.15750138696136862,0.0681,21810.0
2004-07-22,3.0384,0.058058,0.15750138696136862,0.0681,21730.0
2004-07-23,3.0457,0.058058,0.15750138696136862,0.0681,21591.0
2004-07-24,3.0457,0.058058,0.15750138696136862,0.0681,21318.0
2004-07-25,3.0457,0.058058,0.15750138696136862,0.0681,21318.0
2004-07-26,3.0565,0.058058,0.15750138696136862,0.0681,21318.0
2004-07-27,3.0662,0.058058,0.15750138696136862,0.0681,21737.0
2004-07-28,3.0549,0.058092,0.15760050836173067,0.0681,22168.0
2004-07-29,3.0366,0.05816,0.15779877652664664,0.0681,22228.0
2004-07-30,3.026,0.058298,0.15820124825159065,0.0681,22337.0
2004-07-31,3.026,0.058298,0.15820124825159065,0.0681,22448.0
2004-08-01,3.026,0.058298,0.15820124825159065,0.0718,22448.0
2004-08-02,3.0458,0.058298,0.15820124825159065,0.0718,22448.0
2004-08-03,3.0542,0.058298,0.15820124825159065,0.0718,22373.0
2004-08-04,3.0571,0.058332,0.15830042934598798,0.0718,22178.0
2004-08-05,3.0629,0.058366,0.15839961889986176,0.0718,21330.0
2004-08-06,3.0481,0.058435,0.15860094135475045,0.0718,21653.0
2004-08-07,3.0481,0.058435,0.15860094135475045,0.0718,21261.0
2004-08-08,3.0481,0.058435,0.15860094135475045,0.0718,21261.0
2004-08-09,3.0388,0.058435,0.15860094135475045,0.0718,21261.0
2004-08-10,3.0277,0.058469,0.15870015654044334,0.0718,21737.0
2004-08-11,3.0384,0.058503,0.15879938018863826,0.0718,21570.0
2004-08-12,3.0299,0.058503,0.15879938018863826,0.0718,21570.0
2004-08-13,3.0227,0.058503,0.15879938018863826,0.0718,21401.0
2004-08-14,3.0227,0.058503,0.15879938018863826,0.0718,21764.0
2004-08-15,3.0227,0.058503,0.15879938018863826,0.0718,21764.0
2004-08-16,3.0138,0.058503,0.15879938018863826,0.0718,21764.0
2004-08-17,2.9981,0.058503,0.15879938018863826,0.0718,22061.0
2004-08-18,2.9914,0.058469,0.15870015654044334,0.0718,22779.0
2004-08-19,2.9785,0.058435,0.15860094135475045,0.0718,22935.0
2004-08-20,2.9734,0.0584,0.15849881691399492,0.0718,23196.0
2004-08-21,2.9734,0.0584,0.15849881691399492,0.0718,22852.0
2004-08-22,2.9734,0.0584,0.15849881691399492,0.0718,22852.0
2004-08-23,2.9679,0.058366,0.15839961889986176,0.0718,22852.0
2004-08-24,2.9568,0.058332,0.15830042934598798,0.0718,22870.0
2004-08-25,2.9504,0.058366,0.15839961889986176,0.0718,23058.0
2004-08-26,2.9533,0.058435,0.15860094135475045,0.0718,22582.0
2004-08-27,2.9563,0.058503,0.15879938018863826,0.0718,22597.0
2004-08-28,2.9563,0.058503,0.15879938018863826,0.0718,22869.0
2004-08-29,2.9563,0.058503,0.15879938018863826,0.0718,22869.0
2004-08-30,2.948,0.058606,0.15910002113244115,0.0718,22869.0
2004-08-31,2.933,0.058606,0.15910002113244115,0.0718,22803.0
2004-09-01,2.929,0.05864,0.1591992788865002,0.067,22513.0
2004-09-02,2.9353,0.05864,0.1591992788865002,0.067,22688.0
2004-09-03,2.9281,0.05864,0.1591992788865002,0.067,22415.0
2004-09-04,2.9281,0.05864,0.1591992788865002,0.067,22502.0
2004-09-05,2.9281,0.05864,0.1591992788865002,0.067,22502.0
2004-09-06,2.9134,0.05864,0.1591992788865002,0.067,22502.0
2004-09-07,2.9134,0.05864,0.1591992788865002,0.067,22534.0
2004-09-08,2.9006,0.058674,0.15929854510661268,0.067,22534.0
2004-09-09,2.902,0.058674,0.15929854510661268,0.067,22286.0
2004-09-10,2.898,0.058709,0.15940073976545843,0.067,21968.0
2004-09-11,2.898,0.058709,0.15940073976545843,0.067,21809.0
2004-09-12,2.898,0.058709,0.15940073976545843,0.067,21809.0
2004-09-13,2.9052,0.058743,0.15950002316889056,0.067,21809.0
2004-09-14,2.9117,0.058811,0.1596986153812363,0.067,22309.0
2004-09-15,2.9034,0.058811,0.1596986153812363,0.067,22344.0
2004-09-16,2.8884,0.059667,0.16220144028689787,0.067,22876.0
2004-09-17,2.8736,0.059701,0.16230096257087556,0.067,23074.0
2004-09-18,2.8736,0.059701,0.16230096257087556,0.067,23078.0
2004-09-19,2.8736,0.059701,0.16230096257087556,0.067,23078.0
2004-09-20,2.8668,0.059735,0.16240049334344442,0.067,23078.0
2004-09-21,2.8729,0.059735,0.16240049334344442,0.067,23106.0
2004-09-22,2.8669,0.059735,0.16240049334344442,0.067,22749.0
2004-09-23,2.8717,0.059735,0.16240049334344442,0.067,22944.0
2004-09-24,2.8727,0.059735,0.16240049334344442,0.067,22972.0
2004-09-25,2.8727,0.059735,0.16240049334344442,0.067,22834.0
2004-09-26,2.8727,0.059735,0.16240049334344442,0.067,22834.0
2004-09-27,2.872,0.059735,0.16240049334344442,0.067,22834.0
2004-09-28,2.8684,0.059735,0.16240049334344442,0.067,23231.0
2004-09-29,2.8594,0.059701,0.16230096257087556,0.067,23208.0
2004-09-30,2.8578,0.059735,0.16240049334344442,0.067,23245.0
2004-10-01,2.8505,0.059701,0.16230096257087556,0.06860000000000001,23777.0
2004-10-02,2.8505,0.059701,0.16230096257087556,0.06860000000000001,24150.0
2004-10-03,2.8505,0.059701,0.16230096257087556,0.06860000000000001,24150.0
2004-10-04,2.8257,0.059667,0.16220144028689787,0.06860000000000001,24150.0
2004-10-05,2.8233,0.059598,0.16199949468332453,0.06860000000000001,24205.0
2004-10-06,2.8354,0.059667,0.16220144028689787,0.06860000000000001,24027.0
2004-10-07,2.851,0.059701,0.16230096257087556,0.06860000000000001,24104.0
2004-10-08,2.8243,0.059735,0.16240049334344442,0.06860000000000001,23927.0
2004-10-09,2.8243,0.059735,0.16240049334344442,0.06860000000000001,23954.0
2004-10-10,2.8243,0.059735,0.16240049334344442,0.06860000000000001,23954.0
2004-10-11,2.831,0.059735,0.16240049334344442,0.06860000000000001,23954.0
2004-10-12,2.831,0.059735,0.16240049334344442,0.06860000000000001,23289.0
2004-10-13,2.8366,0.059735,0.16240049334344442,0.06860000000000001,23289.0
2004-10-14,2.8623,0.059735,0.16240049334344442,0.06860000000000001,22959.0
2004-10-15,2.8615,0.059735,0.16240049334344442,0.06860000000000001,23368.0
2004-10-16,2.8615,0.059735,0.16240049334344442,0.06860000000000001,23411.0
2004-10-17,2.8615,0.059735,0.16240049334344442,0.06860000000000001,23411.0
2004-10-18,2.8539,0.059735,0.16240049334344442,0.06860000000000001,23411.0
2004-10-19,2.8698,0.059735,0.16240049334344442,0.06860000000000001,22893.0
2004-10-20,2.8839,0.059735,0.16240049334344442,0.06860000000000001,22873.0
2004-10-21,2.8527,0.061439,0.1673996308978314,0.06860000000000001,23059.0
2004-10-22,2.8481,0.061439,0.1673996308978314,0.06860000000000001,22735.0
2004-10-23,2.8481,0.061439,0.1673996308978314,0.06860000000000001,22603.0
2004-10-24,2.8481,0.061439,0.1673996308978314,0.06860000000000001,22603.0
2004-10-25,2.8809,0.061439,0.1673996308978314,0.06860000000000001,22603.0
2004-10-26,2.8721,0.061439,0.1673996308978314,0.06860000000000001,22849.0
2004-10-27,2.8577,0.061439,0.1673996308978314,0.06860000000000001,23171.0
2004-10-28,2.8647,0.061439,0.1673996308978314,0.06860000000000001,22929.0
2004-10-29,2.8557,0.061439,0.1673996308978314,0.06860000000000001,23052.0
2004-10-30,2.8557,0.061439,0.1673996308978314,0.06860000000000001,23273.0
2004-10-31,2.8557,0.061439,0.1673996308978314,0.06860000000000001,23273.0
2004-11-01,2.8582,0.061439,0.1673996308978314,0.0724,23273.0
2004-11-02,2.8582,0.061439,0.1673996308978314,0.0724,23660.0
2004-11-03,2.8296,0.061405,0.16729967377536425,0.0724,23660.0
2004-11-04,2.8203,0.061405,0.16729967377536425,0.0724,23880.0
2004-11-05,2.8178,0.061405,0.16729967377536425,0.0724,23542.0
2004-11-06,2.8178,0.061405,0.16729967377536425,0.0724,23212.0
2004-11-07,2.8178,0.061405,0.16729967377536425,0.0724,23212.0
2004-11-08,2.8291,0.061439,0.1673996308978314,0.0724,23212.0
2004-11-09,2.8279,0.061439,0.1673996308978314,0.0724,23216.0
2004-11-10,2.8201,0.061439,0.1673996308978314,0.0724,23455.0
2004-11-11,2.8192,0.061439,0.1673996308978314,0.0724,23521.0
2004-11-12,2.7983,0.061439,0.1673996308978314,0.0724,24035.0
2004-11-13,2.7983,0.061439,0.1673996308978314,0.0724,23772.0
2004-11-14,2.7983,0.061439,0.1673996308978314,0.0724,23772.0
2004-11-15,2.7983,0.061439,0.1673996308978314,0.0724,23772.0
2004-11-16,2.7848,0.061439,0.1673996308978314,0.0724,23772.0
2004-11-17,2.7666,0.061439,0.1673996308978314,0.0724,24170.0
2004-11-18,2.7595,0.063136,0.1723995143088184,0.0724,24143.0
2004-11-19,2.7629,0.063136,0.1723995143088184,0.0724,24034.0
2004-11-20,2.7629,0.063136,0.1723995143088184,0.0724,24445.0
2004-11-21,2.7629,0.063136,0.1723995143088184,0.0724,24445.0
2004-11-22,2.767,0.063102,0.17229913077995818,0.0724,24445.0
2004-11-23,2.7438,0.063102,0.17229913077995818,0.0724,24340.0
2004-11-24,2.7477,0.063136,0.1723995143088184,0.0724,24368.0
2004-11-25,2.7503,0.063102,0.17229913077995818,0.0724,24867.0
2004-11-26,2.7324,0.063068,0.1721987558121265,0.0724,24998.0
2004-11-27,2.7324,0.063068,0.1721987558121265,0.0724,24855.0
2004-11-28,2.7324,0.063068,0.1721987558121265,0.0724,24855.0
2004-11-29,2.7394,0.063068,0.1721987558121265,0.0724,24855.0
2004-11-30,2.7299,0.063035,0.17210134123550125,0.0724,25128.0
2004-12-01,2.7137,0.063102,0.17229913077995818,0.076,25235.0
2004-12-02,2.7231,0.063102,0.17229913077995818,0.076,25200.0
2004-12-03,2.7087,0.063102,0.17229913077995818,0.076,25468.0
2004-12-04,2.7087,0.063102,0.17229913077995818,0.076,25633.0
2004-12-05,2.7087,0.063102,0.17229913077995818,0.076,25633.0
2004-12-06,2.7178,0.063136,0.1723995143088184,0.076,25633.0
2004-12-07,2.7314,0.063136,0.1723995143088184,0.076,24989.0
2004-12-08,2.7656,0.063136,0.1723995143088184,0.076,24968.0
2004-12-09,2.7736,0.063136,0.1723995143088184,0.076,24526.0
2004-12-10,2.7859,0.063136,0.1723995143088184,0.076,24933.0
2004-12-11,2.7859,0.063136,0.1723995143088184,0.076,25225.0
2004-12-12,2.7859,0.063136,0.1723995143088184,0.076,25225.0
2004-12-13,2.7689,0.063136,0.1723995143088184,0.076,25225.0
2004-12-14,2.7572,0.063136,0.1723995143088184,0.076,25563.0
2004-12-15,2.75,0.06317,0.17249990639930313,0.076,25576.0
2004-12-16,2.7285,0.064826,0.17739997043678724,0.076,25831.0
2004-12-17,2.7239,0.064826,0.17739997043678724,0.076,25659.0
2004-12-18,2.7239,0.064826,0.17739997043678724,0.076,25537.0
2004-12-19,2.7239,0.064826,0.17739997043678724,0.076,25537.0
2004-12-20,2.6919,0.064826,0.17739997043678724,0.076,25537.0
2004-12-21,2.6884,0.064826,0.17739997043678724,0.076,25890.0
2004-12-22,2.6982,0.064826,0.17739997043678724,0.076,25723.0
2004-12-23,2.7059,0.064826,0.17739997043678724,0.076,25878.0
2004-12-24,2.6904,0.064826,0.17739997043678724,0.076,25937.0
2004-12-25,2.6904,0.064826,0.17739997043678724,0.076,25937.0
2004-12-26,2.6904,0.064826,0.17739997043678724,0.076,25937.0
2004-12-27,2.6975,0.064826,0.17739997043678724,0.076,25937.0
2004-12-28,2.6887,0.064826,0.17739997043678724,0.076,26117.0
2004-12-29,2.6828,0.064826,0.17739997043678724,0.076,26161.0
2004-12-30,2.6536,0.06486,0.17750078901151767,0.076,26196.0
2004-12-31,2.6536,0.06486,0.17750078901151767,0.076,25722.0
2005-01-01,2.6536,0.06486,0.17750078901151767,0.0741,25722.0
2005-01-02,2.6536,0.06486,0.17750078901151767,0.0741,25722.0
2005-01-03,2.6674,0.064826,0.17739997043678724,0.0741,25722.0
2005-01-04,2.6879,0.064826,0.17739997043678724,0.0741,24848.0
2005-01-05,2.7088,0.064826,0.17739997043678724,0.0741,24692.0
2005-01-06,2.7199,0.064826,0.17739997043678724,0.0741,24367.0
2005-01-07,2.7024,0.064826,0.17739997043678724,0.0741,24747.0
2005-01-08,2.7024,0.064826,0.17739997043678724,0.0741,24292.0
2005-01-09,2.7024,0.064826,0.17739997043678724,0.0741,24292.0
2005-01-10,2.6965,0.064826,0.17739997043678724,0.0741,24292.0
2005-01-11,2.7098,0.064826,0.17739997043678724,0.0741,24370.0
2005-01-12,2.7105,0.064826,0.17739997043678724,0.0741,24510.0
2005-01-13,2.7003,0.064826,0.17739997043678724,0.0741,24806.0
2005-01-14,2.7066,0.064826,0.17739997043678724,0.0741,24924.0
2005-01-15,2.7066,0.064826,0.17739997043678724,0.0741,24515.0
2005-01-16,2.7066,0.064826,0.17739997043678724,0.0741,24515.0
2005-01-17,2.6999,0.064826,0.17739997043678724,0.0741,24515.0
2005-01-18,2.7131,0.064826,0.17739997043678724,0.0741,24089.0
2005-01-19,2.7177,0.06486,0.17750078901151767,0.0741,24271.0
2005-01-20,2.7214,0.066509,0.18240082538097746,0.0741,23610.0
2005-01-21,2.6991,0.066509,0.18240082538097746,0.0741,23818.0
2005-01-22,2.6991,0.066509,0.18240082538097746,0.0741,24198.0
2005-01-23,2.6991,0.066509,0.18240082538097746,0.0741,24198.0
2005-01-24,2.6772,0.066509,0.18240082538097746,0.0741,24198.0
2005-01-25,2.6786,0.066509,0.18240082538097746,0.0741,24530.0
2005-01-26,2.674,0.066509,0.18240082538097746,0.0741,24530.0
2005-01-27,2.6637,0.066509,0.18240082538097746,0.0741,24030.0
2005-01-28,2.6579,0.066509,0.18240082538097746,0.0741,23968.0
2005-01-29,2.6579,0.066509,0.18240082538097746,0.0741,24351.0
2005-01-30,2.6579,0.066509,0.18240082538097746,0.0741,24351.0
2005-01-31,2.624,0.066509,0.18240082538097746,0.0741,24351.0
2005-02-01,2.6122,0.066509,0.18240082538097746,0.0739,24149.0
2005-02-02,2.6232,0.066542,0.18249909254678287,0.0739,24605.0
2005-02-03,2.6026,0.066542,0.18249909254678287,0.0739,24874.0
2005-02-04,2.6022,0.066542,0.18249909254678287,0.0739,25732.0
2005-02-05,2.6022,0.066542,0.18249909254678287,0.0739,26314.0
2005-02-06,2.6022,0.066542,0.18249909254678287,0.0739,26314.0
2005-02-07,2.6022,0.066542,0.18249909254678287,0.0739,26314.0
2005-02-08,2.6022,0.066542,0.18249909254678287,0.0739,26314.0
2005-02-09,2.607,0.066542,0.18249909254678287,0.0739,26314.0
2005-02-10,2.6114,0.066542,0.18249909254678287,0.0739,26416.0
2005-02-11,2.6165,0.066576,0.18260034601335384,0.0739,26671.0
2005-02-12,2.6165,0.066576,0.18260034601335384,0.0739,26532.0
2005-02-13,2.6165,0.066576,0.18260034601335384,0.0739,26532.0
2005-02-14,2.5826,0.066576,0.18260034601335384,0.0739,26532.0
2005-02-15,2.5754,0.066576,0.18260034601335384,0.0739,26610.0
2005-02-16,2.5918,0.066576,0.18260034601335384,0.0739,26384.0
2005-02-17,2.5729,0.068218,0.1875005856315055,0.0739,27091.0
2005-02-18,2.5613,0.068218,0.1875005856315055,0.0739,26756.0
2005-02-19,2.5613,0.068218,0.1875005856315055,0.0739,26853.0
2005-02-20,2.5613,0.068218,0.1875005856315055,0.0739,26853.0
2005-02-21,2.5754,0.068218,0.1875005856315055,0.0739,26853.0
2005-02-22,2.5929,0.068218,0.1875005856315055,0.0739,26740.0
2005-02-23,2.5849,0.068218,0.1875005856315055,0.0739,27198.0
2005-02-24,2.609,0.068218,0.1875005856315055,0.0739,28436.0
2005-02-25,2.6312,0.068218,0.1875005856315055,0.0739,28425.0
2005-02-26,2.6312,0.068218,0.1875005856315055,0.0739,28139.0
2005-02-27,2.6312,0.068218,0.1875005856315055,0.0739,28139.0
2005-02-28,2.5942,0.068184,0.18739891427782518,0.0739,28139.0
2005-03-01,2.6003,0.068184,0.18739891427782518,0.0754,27730.0
2005-03-02,2.636,0.068184,0.18739891427782518,0.0754,28200.0
2005-03-03,2.669,0.068184,0.18739891427782518,0.0754,28668.0
2005-03-04,2.6607,0.068184,0.18739891427782518,0.0754,29197.0
2005-03-05,2.6607,0.068184,0.18739891427782518,0.0754,29455.0
2005-03-06,2.6607,0.068184,0.18739891427782518,0.0754,29455.0
2005-03-07,2.6616,0.068218,0.1875005856315055,0.0754,29455.0
2005-03-08,2.6926,0.068218,0.1875005856315055,0.0754,29021.0
2005-03-09,2.7105,0.068218,0.1875005856315055,0.0754,28514.0
2005-03-10,2.7311,0.068218,0.1875005856315055,0.0754,28567.0
2005-03-11,2.7013,0.068218,0.1875005856315055,0.0754,28075.0
2005-03-12,2.7013,0.068218,0.1875005856315055,0.0754,28099.0
2005-03-13,2.7013,0.068218,0.1875005856315055,0.0754,28099.0
2005-03-14,2.7515,0.068218,0.1875005856315055,0.0754,28099.0
2005-03-15,2.7613,0.068218,0.1875005856315055,0.0754,27588.0
2005-03-16,2.7562,0.068218,0.1875005856315055,0.0754,27827.0
2005-03-17,2.7514,0.069853,0.1924000296070718,0.0754,28086.0
2005-03-18,2.7155,0.069853,0.1924000296070718,0.0754,27593.0
2005-03-19,2.7155,0.069853,0.1924000296070718,0.0754,27411.0
2005-03-20,2.7155,0.069853,0.1924000296070718,0.0754,27411.0
2005-03-21,2.728,0.069853,0.1924000296070718,0.0754,27411.0
2005-03-22,2.7052,0.069853,0.1924000296070718,0.0754,26618.0
2005-03-23,2.7395,0.069853,0.1924000296070718,0.0754,26248.0
2005-03-24,2.7295,0.069853,0.1924000296070718,0.0754,26702.0
2005-03-25,2.7295,0.069853,0.1924000296070718,0.0754,26257.0
2005-03-26,2.7295,0.069853,0.1924000296070718,0.0754,26257.0
2005-03-27,2.7295,0.069853,0.1924000296070718,0.0754,26257.0
2005-03-28,2.7377,0.069886,0.19249912447674933,0.0754,26257.0
2005-03-29,2.7023,0.069886,0.19249912447674933,0.0754,25842.0
2005-03-30,2.68,0.069886,0.19249912447674933,0.0754,26470.0
2005-03-31,2.6654,0.069886,0.19249912447674933,0.0754,26611.0
2005-04-01,2.6542,0.069853,0.1924000296070718,0.08070000000000001,26774.0
2005-04-02,2.6542,0.069853,0.1924000296070718,0.08070000000000001,26407.0
2005-04-03,2.6542,0.069853,0.1924000296070718,0.08070000000000001,26407.0
2005-04-04,2.659,0.069853,0.1924000296070718,0.08070000000000001,26407.0
2005-04-05,2.6247,0.069853,0.1924000296070718,0.08070000000000001,26038.0
2005-04-06,2.6059,0.069853,0.1924000296070718,0.08070000000000001,25695.0
2005-04-07,2.6011,0.069853,0.1924000296070718,0.08070000000000001,26308.0
2005-04-08,2.5934,0.069853,0.1924000296070718,0.08070000000000001,25885.0
2005-04-09,2.5934,0.069853,0.1924000296070718,0.08070000000000001,25900.0
2005-04-10,2.5934,0.069853,0.1924000296070718,0.08070000000000001,25900.0
2005-04-11,2.5775,0.069853,0.1924000296070718,0.08070000000000001,25900.0
2005-04-12,2.5891,0.069853,0.1924000296070718,0.08070000000000001,26206.0
2005-04-13,2.559,0.069853,0.1924000296070718,0.08070000000000001,26066.0
2005-04-14,2.5739,0.069853,0.1924000296070718,0.08070000000000001,24984.0
2005-04-15,2.5963,0.069853,0.1924000296070718,0.08070000000000001,24656.0
2005-04-16,2.5963,0.069853,0.1924000296070718,0.08070000000000001,24877.0
2005-04-17,2.5963,0.069853,0.1924000296070718,0.08070000000000001,24877.0
2005-04-18,2.6149,0.069853,0.1924000296070718,0.08070000000000001,24877.0
2005-04-19,2.5817,0.069853,0.1924000296070718,0.08070000000000001,25566.0
2005-04-20,2.5637,0.069853,0.1924000296070718,0.08070000000000001,25062.0
2005-04-21,2.5637,0.069853,0.1924000296070718,0.08070000000000001,24767.0
2005-04-22,2.5384,0.070685,0.19490092667473613,0.08070000000000001,24767.0
2005-04-23,2.5384,0.070685,0.19490092667473613,0.08070000000000001,25232.0
2005-04-24,2.5384,0.070685,0.19490092667473613,0.08070000000000001,25232.0
2005-04-25,2.53,0.070685,0.19490092667473613,0.08070000000000001,25232.0
2005-04-26,2.5347,0.070685,0.19490092667473613,0.08070000000000001,25305.0
2005-04-27,2.5187,0.070718,0.1950002285567911,0.08070000000000001,25242.0
2005-04-28,2.5209,0.070718,0.1950002285567911,0.08070000000000001,24440.0
2005-04-29,2.5305,0.070718,0.1950002285567911,0.08070000000000001,24844.0
2005-04-30,2.5305,0.070718,0.1950002285567911,0.08070000000000001,24705.0
2005-05-01,2.5305,0.070718,0.1950002285567911,0.0805,24705.0
2005-05-02,2.5138,0.070718,0.1950002285567911,0.0805,24705.0
2005-05-03,2.4999,0.070751,0.19509953865854857,0.0805,24716.0
2005-05-04,2.4757,0.070751,0.19509953865854857,0.0805,25474.0
2005-05-05,2.4679,0.070751,0.19509953865854857,0.0805,25436.0
2005-05-06,2.4586,0.070751,0.19509953865854857,0.0805,25589.0
2005-05-07,2.4586,0.070751,0.19509953865854857,0.0805,25465.0
2005-05-08,2.4586,0.070751,0.19509953865854857,0.0805,25465.0
2005-05-09,2.453,0.070784,0.1951988569806864,0.0805,25465.0
2005-05-10,2.4642,0.070784,0.1951988569806864,0.0805,24763.0
2005-05-11,2.4711,0.070784,0.1951988569806864,0.0805,24699.0
2005-05-12,2.464,0.070784,0.1951988569806864,0.0805,24117.0
2005-05-13,2.4707,0.070784,0.1951988569806864,0.0805,23887.0
2005-05-14,2.4707,0.070784,0.1951988569806864,0.0805,24379.0
2005-05-15,2.4707,0.070784,0.1951988569806864,0.0805,24379.0
2005-05-16,2.4764,0.070784,0.1951988569806864,0.0805,24379.0
2005-05-17,2.4771,0.070784,0.1951988569806864,0.0805,24413.0
2005-05-18,2.4628,0.070751,0.19509953865854857,0.0805,24898.0
2005-05-19,2.445,0.071581,0.19760004346133386,0.0805,24829.0
2005-05-20,2.4485,0.071548,0.19750052639858695,0.0805,24522.0
2005-05-21,2.4485,0.071548,0.19750052639858695,0.0805,24215.0
2005-05-22,2.4485,0.071548,0.19750052639858695,0.0805,24215.0
2005-05-23,2.4291,0.071548,0.19750052639858695,0.0805,24215.0
2005-05-24,2.4305,0.071548,0.19750052639858695,0.0805,24545.0
2005-05-25,2.4108,0.071548,0.19750052639858695,0.0805,24478.0
2005-05-26,2.4108,0.071548,0.19750052639858695,0.0805,25255.0
2005-05-27,2.3926,0.071548,0.19750052639858695,0.0805,25255.0
2005-05-28,2.3926,0.071548,0.19750052639858695,0.0805,25424.0
2005-05-29,2.3926,0.071548,0.19750052639858695,0.0805,25424.0
2005-05-30,2.3776,0.071548,0.19750052639858695,0.0805,25424.0
2005-05-31,2.403,0.071581,0.19760004346133386,0.0805,25207.0
2005-06-01,2.4278,0.071581,0.19760004346133386,0.0727,25949.0
2005-06-02,2.4194,0.071548,0.19750052639858695,0.0727,26640.0
2005-06-03,2.4021,0.071548,0.19750052639858695,0.0727,26366.0
2005-06-04,2.4021,0.071548,0.19750052639858695,0.0727,25556.0
2005-06-05,2.4021,0.071548,0.19750052639858695,0.0727,25556.0
2005-06-06,2.4568,0.071548,0.19750052639858695,0.0727,25556.0
2005-06-07,2.4624,0.071548,0.19750052639858695,0.0727,25026.0
2005-06-08,2.4456,0.071548,0.19750052639858695,0.0727,24702.0
2005-06-09,2.4883,0.071548,0.19750052639858695,0.0727,24484.0
2005-06-10,2.4743,0.071548,0.19750052639858695,0.0727,24951.0
2005-06-11,2.4743,0.071548,0.19750052639858695,0.0727,24902.0
2005-06-12,2.4743,0.071548,0.19750052639858695,0.0727,24902.0
2005-06-13,2.4554,0.071548,0.19750052639858695,0.0727,24902.0
2005-06-14,2.4367,0.071548,0.19750052639858695,0.0727,25744.0
2005-06-15,2.4447,0.071548,0.19750052639858695,0.0727,25481.0
2005-06-16,2.4153,0.071515,0.19740101757260398,0.0727,25751.0
2005-06-17,2.3865,0.071515,0.19740101757260398,0.0727,26093.0
2005-06-18,2.3865,0.071515,0.19740101757260398,0.0727,26046.0
2005-06-19,2.3865,0.071515,0.19740101757260398,0.0727,26046.0
2005-06-20,2.3847,0.071515,0.19740101757260398,0.0727,26046.0
2005-06-21,2.3764,0.071515,0.19740101757260398,0.0727,25722.0
2005-06-22,2.3695,0.071515,0.19740101757260398,0.0727,25678.0
2005-06-23,2.3924,0.071515,0.19740101757260398,0.0727,24816.0
2005-06-24,2.3869,0.071515,0.19740101757260398,0.0727,24917.0
2005-06-25,2.3869,0.071515,0.19740101757260398,0.0727,25226.0
2005-06-26,2.3869,0.071515,0.19740101757260398,0.0727,25226.0
2005-06-27,2.3822,0.071515,0.19740101757260398,0.0727,25226.0
2005-06-28,2.3686,0.071515,0.19740101757260398,0.0727,25261.0
2005-06-29,2.3541,0.071515,0.19740101757260398,0.0727,25126.0
2005-06-30,2.3496,0.071515,0.19740101757260398,0.0727,25051.0
2005-07-01,2.3451,0.071481,0.1972985019418967,0.06570000000000001,25311.0
2005-07-02,2.3451,0.071481,0.1972985019418967,0.06570000000000001,25045.0
2005-07-03,2.3451,0.071481,0.1972985019418967,0.06570000000000001,25045.0
2005-07-04,2.3707,0.071448,0.19719900983695182,0.06570000000000001,25045.0
2005-07-05,2.366,0.071448,0.19719900983695182,0.06570000000000001,24675.0
2005-07-06,2.3893,0.071448,0.19719900983695182,0.06570000000000001,24517.0
2005-07-07,2.3882,0.071448,0.19719900983695182,0.06570000000000001,24450.0
2005-07-08,2.3675,0.071448,0.19719900983695182,0.06570000000000001,24423.0
2005-07-09,2.3675,0.071448,0.19719900983695182,0.06570000000000001,25016.0
2005-07-10,2.3675,0.071448,0.19719900983695182,0.06570000000000001,25016.0
2005-07-11,2.3494,0.071448,0.19719900983695182,0.06570000000000001,25016.0
